'2415 East 1st Avenue Vancouver BC V5M 1A2 Canada','7-Eleven',49.2698996,-123.0562455
'1310 Odlum Dr Vancouver BC V5L 3M3 Canada','Maiwa East',49.272935,-123.075749
'2800 E 1st Ave Vancouver BC Canada','1st Avenue Marketplace',49.2687595,-123.0463234
'4567 Lougheed Hwy #260 Burnaby BC V5C 3Z6 Canada','Brentwood Town Centre',49.2684831,-123.0007943
'88 W Pender St Vancouver BC V6B 6N8 Canada','International Village Mall',49.2802661,-123.1067135
'340-757 W Hastings St Vancouver BC V6C 1A1 Canada','Sinclair Centre',49.2863743,-123.1140779
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'505 Burrard St Vancouver BC V7X 1M9 Canada','Bentall Centre',49.286595,-123.118444
'4500 Kingsway Burnaby BC V5H 2B1 Canada','The Crystal Mall',49.2291936,-123.0046606
'935 Marine Dr North Vancouver BC V7P 1S3 Canada','Capilano Mall',49.3217529,-123.1001628
'4700 Kingsway #604 Burnaby BC V5H 4N2 Canada','Metropolis at Metrotown',49.2261501,-122.9991133
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'2002 Park Royal S West Vancouver BC V7T 2W4 Canada','Park Royal',49.3248206,-123.1368195
'1030 Denman St #125A Vancouver BC V6G 2M6 Canada','Denman Place Mall',49.2887289,-123.1382003
'Canada Pl Vancouver BC V6C 3G3 Canada','Burrard Landing',49.2893204,-123.1175351
'114 - 370 East Broadway Street Vancouver BC V5T 4G5 Canada','Kingsgate Mall',49.2622958,-123.0972251
'3660 E Hastings St Vancouver BC V5K 2A9 Canada','Sufi Meditation Centers Society',49.280961,-123.024604
'2741 E Hastings St Vancouver BC V5K 1Z8 Canada','Kool Canadian Stores Inc',49.2812729,-123.0485683
'2585 E Hastings St Vancouver BC V5K 1Z1 Canada','London Drugs',49.2814464,-123.0525156
'1820 E Hastings St Vancouver BC V5L 1T2 Canada','Value Village',49.2809372,-123.0674942
'2425 E Hastings St Vancouver BC V5L 1V3 Canada','Long Live Cats and Dogs',49.2813736,-123.0560139
'114 - 370 East Broadway Street Vancouver BC V5T 4G5 Canada','Kingsgate Mall',49.2622958,-123.0972251
'650 W 41st Ave #319 Vancouver BC V5Z 2M9 Canada','Oakridge Centre Administration',49.2332025,-123.1179051
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'88 W Pender St Vancouver BC V6B 6N8 Canada','International Village Mall',49.2802661,-123.1067135
'4500 Kingsway Burnaby BC V5H 2B1 Canada','The Crystal Mall',49.2291936,-123.0046606
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'340-757 W Hastings St Vancouver BC V6C 1A1 Canada','Sinclair Centre',49.2863743,-123.1140779
'505 Burrard St Vancouver BC V7X 1M9 Canada','Bentall Centre',49.286595,-123.118444
'4700 Kingsway #604 Burnaby BC V5H 4N2 Canada','Metropolis at Metrotown',49.2261501,-122.9991133
'935 Marine Dr North Vancouver BC V7P 1S3 Canada','Capilano Mall',49.3217529,-123.1001628
'4567 Lougheed Hwy #260 Burnaby BC V5C 3Z6 Canada','Brentwood Town Centre',49.2684831,-123.0007943
'4151 Hazelbridge Way Richmond BC V6X 4J7 Canada','Aberdeen Centre',49.1839775,-123.1335519
'6500 Hastings St Burnaby BC V5B 1S2 Canada','Kensington Square Shopping Centre',49.2798613,-122.9691701
'3870 Jacombs Rd Richmond BC V6V 1Y6 Canada','sleep Country Canada',49.1857306,-123.0795401
'4894 Knight St Vancouver BC V5N 3N4 Canada','7-Eleven',49.2404973,-123.07604
'4411 Beatrice St Vancouver BC V5N 4J1 Canada','Merchant Stores',49.2453622,-123.0668141
'1234 Kingsway Vancouver BC V5V 3E1 Canada','Midland Liquidators',49.2515423,-123.0791392
'1595 Kingsway St Vancouver BC V5N 2R8 Canada','Famous Foods',49.2483376,-123.0714941
'3728 Clark Dr Vancouver BC V5V 4Y6 Canada','Cedar Cottage Cold Beer & Wine',49.2512761,-123.0777635
'2162 Kingsway Vancouver BC V5N 2T5 Canada','Fabrics Etc',49.2437442,-123.0625982
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'88 W Pender St Vancouver BC V6B 6N8 Canada','International Village Mall',49.2802661,-123.1067135
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'4255 Arbutus St Vancouver BC V6J 4R1 Canada','Arbutus Shopping Centre',49.2487758,-123.1550158
'4151 Hazelbridge Way Richmond BC V6X 4J7 Canada','Aberdeen Centre',49.1839775,-123.1335519
'6551 No 3 Rd Richmond BC V6Y 2B6 Canada','CF Richmond Centre',49.1669379,-123.1384325
'4700 Kingsway #604 Burnaby BC V5H 4N2 Canada','Metropolis at Metrotown',49.2261501,-122.9991133
'3870 Jacombs Rd Richmond BC V6V 1Y6 Canada','sleep Country Canada',49.1857306,-123.0795401
'5300 No 3 Rd Richmond BC V6X 2X9 Canada','Lansdowne Centre',49.175756,-123.1324697
'1030 Denman St #125A Vancouver BC V6G 2M6 Canada','Denman Place Mall',49.2887289,-123.1382003
'505 Burrard St Vancouver BC V7X 1M9 Canada','Bentall Centre',49.286595,-123.118444
'935 Marine Dr North Vancouver BC V7P 1S3 Canada','Capilano Mall',49.3217529,-123.1001628
'6191 West Blvd Vancouver BC V6M 3X3 Canada','Kerrisdale Lumber',49.2299899,-123.1558993
'2058 W 41st Ave Vancouver BC V6M 1Y8 Canada','BC Liquor Stores',49.2342338,-123.1538226
'300 W Georgia St Vancouver BC V6B 6B1 Canada','Library Square Tower Shops & Food',49.2796616,-123.115319
'54th & Kerr Street Vancouver BC V5S 1Z1 Canada','Champlain Square',49.2200464,-123.0400434
'Canada Pl Vancouver BC V6C 3G3 Canada','Burrard Landing',49.2893204,-123.1175351
'2141 W 41st Ave Vancouver BC V6M 1Z6 Canada','Buchan's Kerrisdale Stationery',49.2346851,-123.1565679
'1199 Lynn Valley #129A North Vancouver BC V7J 3H2 Canada','Lynn Valley Centre',49.3344816,-123.0401548
'54th & Kerr Street Vancouver BC V5S 1Z1 Canada','Champlain Square',49.2200464,-123.0400434
'4500 Kingsway Burnaby BC V5H 2B1 Canada','The Crystal Mall',49.2291936,-123.0046606
'4700 Kingsway #604 Burnaby BC V5H 4N2 Canada','Metropolis at Metrotown',49.2261501,-122.9991133
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'88 W Pender St Vancouver BC V6B 6N8 Canada','International Village Mall',49.2802661,-123.1067135
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'935 Marine Dr North Vancouver BC V7P 1S3 Canada','Capilano Mall',49.3217529,-123.1001628
'2611 E 49th Ave Vancouver BC V5S 1J9 Canada','Killarney Market',49.2256847,-123.0538468
'4151 Hazelbridge Way Richmond BC V6X 4J7 Canada','Aberdeen Centre',49.1839775,-123.1335519
'4567 Lougheed Hwy #260 Burnaby BC V5C 3Z6 Canada','Brentwood Town Centre',49.2684831,-123.0007943
'505 Burrard St Vancouver BC V7X 1M9 Canada','Bentall Centre',49.286595,-123.118444
'3870 Jacombs Rd Richmond BC V6V 1Y6 Canada','sleep Country Canada',49.1857306,-123.0795401
'340-757 W Hastings St Vancouver BC V6C 1A1 Canada','Sinclair Centre',49.2863743,-123.1140779
'1199 Lynn Valley #129A North Vancouver BC V7J 3H2 Canada','Lynn Valley Centre',49.3344816,-123.0401548
'5300 No 3 Rd Richmond BC V6X 2X9 Canada','Lansdowne Centre',49.175756,-123.1324697
'7155 Kingsway Burnaby BC V5E 0A6 Canada','Highgate Village Shopping Centre',49.2189098,-122.9567679
'7160 Kerr St Vancouver BC V5S 3T0 Canada','Canada Post',49.2191371,-123.0400729
'114 - 370 East Broadway Street Vancouver BC V5T 4G5 Canada','Kingsgate Mall',49.2622958,-123.0972251
'3436 Kingsway Vancouver BC V5R 5L4 Canada','BC Liquor Stores',49.2314026,-123.0322902
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'505 Burrard St Vancouver BC V7X 1M9 Canada','Bentall Centre',49.286595,-123.118444
'88 W Pender St Vancouver BC V6B 6N8 Canada','International Village Mall',49.2802661,-123.1067135
'650 W 41st Ave #319 Vancouver BC V5Z 2M9 Canada','Oakridge Centre Administration',49.2332025,-123.1179051
'935 Marine Dr North Vancouver BC V7P 1S3 Canada','Capilano Mall',49.3217529,-123.1001628
'340-757 W Hastings St Vancouver BC V6C 1A1 Canada','Sinclair Centre',49.2863743,-123.1140779
'3626 Broadway W Vancouver BC V6R 2B7 Canada','SPCA Thrift Store',49.2641997,-123.1842792
'1810 Fir St Vancouver BC V6J 3B1 Canada','Reckless Bike Stores',49.2695303,-123.1406538
'2088 W Broadway Vancouver BC V6J 1Z6 Canada','BC Liquor Stores',49.2636561,-123.1520649
'1930 Arbutus St Vancouver BC V6J 3X7 Canada','Celsia Florist',49.268455,-123.152596
'2083 Alma St #101 Vancouver BC V6R 4N6 Canada','BC Liquor Stores',49.2679594,-123.1862978
'114 - 370 East Broadway Street Vancouver BC V5T 4G5 Canada','Kingsgate Mall',49.2622958,-123.0972251
'2738 Arbutus St Vancouver BC V6K 3A9 Canada','Tisol Pet Nutrition & Supply Stores',49.2617661,-123.1528151
'2589 W Broadway Vancouver BC V6K 2E9 Canada','Della Optique Optometry & Eyewear in KitsilanoVancouver',49.2641696,-123.1645302
'2239 W 4th Ave Vancouver BC V6K 1N9 Canada','Kitsilano Wine Cellar',49.2683751,-123.1564745
'2136 W 4th Ave Vancouver BC V6K 1N6 Canada','The North Face Store',49.267958,-123.153672
'2285 W 4th Ave Vancouver BC V6K 1N9 Canada','Whole Foods Market',49.2683595,-123.1571062
'1855 W 1st Ave #21 Vancouver BC V6J 5B8 Canada','Flowers On 1st',49.270805,-123.14744
'2199 W 4th Ave Vancouver BC V6K 1N7 Canada','Urban Outfitters',49.2683154,-123.1548902
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'88 W Pender St Vancouver BC V6B 6N8 Canada','International Village Mall',49.2802661,-123.1067135
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'935 Marine Dr North Vancouver BC V7P 1S3 Canada','Capilano Mall',49.3217529,-123.1001628
'4151 Hazelbridge Way Richmond BC V6X 4J7 Canada','Aberdeen Centre',49.1839775,-123.1335519
'6551 No 3 Rd Richmond BC V6Y 2B6 Canada','CF Richmond Centre',49.1669379,-123.1384325
'4700 Kingsway #604 Burnaby BC V5H 4N2 Canada','Metropolis at Metrotown',49.2261501,-122.9991133
'1030 Denman St #125A Vancouver BC V6G 2M6 Canada','Denman Place Mall',49.2887289,-123.1382003
'505 Burrard St Vancouver BC V7X 1M9 Canada','Bentall Centre',49.286595,-123.118444
'4255 Arbutus St Vancouver BC V6J 4R1 Canada','Arbutus Shopping Centre',49.2487758,-123.1550158
'3700 No 3 Rd Richmond BC V6X 3X2 Canada','Yaohan Centre',49.1862612,-123.133355
'4500 Kingsway Burnaby BC V5H 2B1 Canada','The Crystal Mall',49.2291936,-123.0046606
'5300 No 3 Rd Richmond BC V6X 2X9 Canada','Lansdowne Centre',49.175756,-123.1324697
'3870 Jacombs Rd Richmond BC V6V 1Y6 Canada','sleep Country Canada',49.1857306,-123.0795401
'1525 W 70th Ave Vancouver BC V6P 5A1 Canada','BC Liquor Stores',49.2087793,-123.1416119
'8400 Alexandra Rd Richmond BC Canada','Olympia Centre',49.1775697,-123.1303129
'114 - 370 East Broadway Street Vancouver BC V5T 4G5 Canada','Kingsgate Mall',49.2622958,-123.0972251
'8555 Granville St Vancouver BC V6P 4Z9 Canada','Safeway',49.2094529,-123.1410782
'226 SW Marine Dr Vancouver BC V5X 2R4 Canada','The Antique Warehouse',49.2115272,-123.1109958
'370 E Broadway Vancouver BC V5T 4G5 Canada','WestPark',49.2623495,-123.0971213
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'114 - 370 East Broadway Street Vancouver BC V5T 4G5 Canada','Kingsgate Mall',49.2622958,-123.0972251
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'4700 Kingsway #604 Burnaby BC V5H 4N2 Canada','Metropolis at Metrotown',49.2261501,-122.9991133
'370 E Broadway Vancouver BC V5T 4G5 Canada','BC Liquor Stores',49.2622465,-123.0971527
'2949 Main St Vancouver BC V5T 3G4 Canada','Tisol Pet Nutrition & Supply Stores',49.2585549,-123.1014504
'Kingsgate Mall 370 East Broadway Unit 101 Vancouver BC V5T 4G5 Canada','Payless ShoeSource',49.2621596,-123.0970087
'180 E 15th Ave Vancouver BC V5T 4R3 Canada','Headache and Migraine Treatment Centers of Vancouver BC',49.2575051,-123.1018436
'2395 Cambie St Vancouver BC V5Z 2T9 Canada','BC Liquor Stores',49.2643891,-123.1152185
'1 Kingsway Vancouver BC V5T 3H7 Canada','Vancouver Public Library Mount Pleasant Branch',49.26431,-123.10041
'104 Broadway E Vancouver BC V5T 1V9 Canada','Mount Pleasant Optometry Centre',49.2628393,-123.1028098
'127 W 5th Ave Vancouver BC V5Y 1H9 Canada','Rocanini Coffee Roasters',49.2666505,-123.1076901
'370 E Broadway Vancouver BC V5T 4G5 Canada','Dollar Land',49.2623832,-123.0971025
'112 E 7th Ave Vancouver BC V5T 1M6 Canada','Bikes For All',49.2645285,-123.1024186
'4000 Musqueam Ave Vancouver BC V6N 4C6 Canada','Musqueam Cultural Pavilion',49.2234694,-123.1995785
'1450 SW Marine Dr Vancouver BC V6P 5Z9 Canada','Musqueam Indian Band',49.2042456,-123.1395323
'4010 Si Lu Dr Vancouver BC V6N 4K7 Canada','Musqueam Elders Ctr',49.2270722,-123.192006
'4331 Staulo Crescent Vancouver BC V6N 3S3 Canada','Musqueam Field',49.230596,-123.2051984
'3904 51st Avenue West Vancouver BC V6N 3W1 Canada','Musqueam Golf & Learning Academy',49.2250191,-123.1922142
'1985 West Mall Vancouver BC V6T 1Z2 Canada','First Nations House of Learning',49.2655463,-123.2571887
'1000-7899 Templeton Station Rd Vancouver BC V7B0B7 Canada','McArthurGlen Designer Outlet Vancouver',49.1973372,-123.140519
'Chemistry Physics Bldg 6221 University Blvd Vancouver BC V6T 1Z1 Canada','Musqueam Post',49.2654052,-123.2511158
'2329 West Mall Vancouver BC V6T 1Z4 Canada','The University of British Columbia',49.2606052,-123.2459939
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'1030 Denman St #125A Vancouver BC V6G 2M6 Canada','Denman Place Mall',49.2887289,-123.1382003
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'3057 Grandview Hwy Vancouver BC V5M 2E4 Canada','Big Box Outlet Store - Vancouver and Online Store',49.2590493,-123.039633
'4500 Kingsway Burnaby BC V5H 2B1 Canada','The Crystal Mall',49.2291936,-123.0046606
'4700 Kingsway #604 Burnaby BC V5H 4N2 Canada','Metropolis at Metrotown',49.2261501,-122.9991133
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'88 W Pender St Vancouver BC V6B 6N8 Canada','International Village Mall',49.2802661,-123.1067135
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'935 Marine Dr North Vancouver BC V7P 1S3 Canada','Capilano Mall',49.3217529,-123.1001628
'4567 Lougheed Hwy #260 Burnaby BC V5C 3Z6 Canada','Brentwood Town Centre',49.2684831,-123.0007943
'3870 Jacombs Rd Richmond BC V6V 1Y6 Canada','sleep Country Canada',49.1857306,-123.0795401
'2525 Kingsway Vancouver BC V5R 5H3 Canada','McGavin's Bread Basket Stores',49.2400133,-123.0535973
'3150 E Broadway Vancouver BC V5M 1Z6 Canada','BC Liquor Stores',49.2614856,-123.0373072
'3436 Kingsway Vancouver BC V5R 5L4 Canada','BC Liquor Stores',49.2314026,-123.0322902
'3033 Grandview Hwy Vancouver BC V5M 2E4 Canada','Tisol Pet Nutrition & Supply Stores',49.2588384,-123.0408212
'2860 Bentall Street Vancouver BC V5M 4H4 Canada','PetSmart',49.258513,-123.031495
'2835 E 12th Ave Vancouver BC V5M 4P9 Canada','Universal Supply Co. Inc.',49.2592744,-123.0468465
'2825 Grandview Hwy Vancouver BC V5M 2E1 Canada','Central Hobbies',49.2583349,-123.0459268
'3295 E 22nd Ave Vancouver BC V5M 2Y9 Canada','7-Eleven',49.251012,-123.0342016
'2985 Kingsway Vancouver BC V5R 5J4 Canada','Vancouver Public Library Collingwood Branch',49.236202,-123.042684
'3695 Grandview Hwy Vancouver BC V6M 2G7 Canada','Roots 73',49.2586031,-123.024285
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
'5300 No 3 Rd Richmond BC V6X 2X9 Canada','Lansdowne Centre',49.175756,-123.1324697
'3870 Jacombs Rd Richmond BC V6V 1Y6 Canada','sleep Country Canada',49.1857306,-123.0795401
'4500 Kingsway Burnaby BC V5H 2B1 Canada','The Crystal Mall',49.2291936,-123.0046606
'4423 Main St Vancouver BC V5V 3R2 Canada','BC Liquor Stores',49.245502,-123.1014901
'3511 Main St Vancouver BC V5V 3N3 Canada','Welk's',49.2535264,-123.1011764
'4807 Main St Vancouver BC V5V 3R9 Canada','Matchstick Coffee Riley Park',49.2417993,-123.1018127
'3638 Main St Vancouver BC V5V 3N5 Canada','Umeboshi',49.2522051,-123.100751
'3868 Main St Vancouver BC V5V 3N9 Canada','Novo Furniture',49.2506869,-123.1008011
'3520 Main St Vancouver BC V5V 3N3 Canada','Bakers Dozen Antiques',49.2535135,-123.1007095
'639 E 15th Ave Vancouver BC V5T 2R6 Canada','Matchstick Coffee',49.2572938,-123.0902816
'4376 Main St Vancouver BC V5V 3P9 Canada','JoJo's Place',49.2459648,-123.1010626
'4609 Main St Vancouver BC V5V 3R6 Canada','ReFind',49.2430357,-123.1015749
'4575 Clancy Loranger Way Vancouver BC V5Y 2M4 Canada','Blue Parrot Coffee',49.2438697,-123.1077187
'4125 Main St Vancouver BC V5V 3P6 Canada','Main Street Honey Shoppe',49.2484392,-123.1013894
'3568 Fraser St Vancouver BC V6V 4C6 Canada','Nice Shoes',49.2532487,-123.0896446
'650 W 41st Ave Vancouver BC V5Z 2M9 Canada','Oakridge Centre',49.2320488,-123.1186817
'555 12th Avenue W Vancouver BC V5Z 3X7 Canada','City Square',49.2609344,-123.1161108
'701 W Georgia St Vancouver BC V7Y 1G5 Canada','CF Pacific Centre',49.2843789,-123.1163501
